  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  100
  S-ICD command failures =  100
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  100
  S-ICD command failures =  92
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  83
  S-ICD command failures =  80
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  0
  S-ICD command failures =  98
  S-ICD command failures =  71
